Name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
ISIC_0010825,0.0,0.17665915,0.0,0.0,0.38732833,0.511246,0.0,0.17342848,0.027603835,0.23740906,1.3312862,0.0,0.3651628,0.5555573,0.9303916,0.0,0.0,1.1955631,0.039348908,0.27155223,0.0,0.059100673,0.9366141,0.4209806,0.009371474,0.44731343,0.869615,0.068844564,0.62485456,0.34704033,0.34923518,0.49307567
ISIC_0010835,0.49566665,1.0564802,0.68961257,0.0,0.0,1.3928189,0.0,0.0,1.178235,0.0,1.061425,0.0,0.0,0.0,1.824667,0.0,0.3994208,2.4359684,0.0,0.0,0.0,0.0,1.4161646,0.69865376,0.0,1.306065,0.82216275,1.1112463,0.0,1.8351458,1.136106,0.731596
ISIC_0010101,0.81589234,1.216311,1.2300328,0.0,0.0,1.5785718,0.0,0.0,1.083099,0.0,1.2446969,0.0,0.0,0.0,2.2864645,0.0,0.6107534,2.830306,0.0,0.0,0.0,0.0,2.1230805,0.5672735,0.0,1.9405264,1.2504796,1.5365826,0.0,2.4494998,1.2030305,0.95568216
ISIC_0010421,0.7866142,0.90316427,0.6801615,0.0,0.0,0.8829911,0.0,0.0,0.16767125,0.0,1.924167,0.0,0.0,0.0,2.078835,0.0,0.8181526,1.6675477,0.0,0.0,0.0,0.0,1.1455853,0.37563515,0.0,1.5172478,1.5135839,0.648741,0.0,0.6619187,0.7916579,0.8696402
ISIC_0010146,0.19573283,0.9186089,0.5307107,0.0,0.0,1.072293,0.0,0.0,0.83763516,0.0,1.0118473,0.0,0.0,0.0,1.5012989,0.0,0.13450111,2.1229427,0.0,0.0,0.0,0.0,1.1372931,0.67488706,0.0,0.95450485,0.81616044,0.74200916,0.00620459,1.4571607,1.02558,0.6395407
ISIC_0010626,0.75523126,1.0949221,1.0065906,0.0,0.0,1.5296499,0.0,0.0,1.2034191,0.0,1.1405264,0.0,0.0,0.0,1.9961159,0.0,0.662084,2.5531206,0.0,0.0,0.0,0.0,1.6394577,0.76989615,0.0,1.5112053,1.127752,1.3778588,0.0,2.1289465,1.2397711,0.8348846
ISIC_0009989,0.5035355,0.97108907,0.57055324,0.0,0.0,1.0065637,0.0,0.0,0.4612476,0.0,1.4847804,0.0,0.0,0.0,1.7440426,0.0,0.38436896,1.9630413,0.0,0.0,0.0,0.0,1.2149824,0.49884176,0.0,1.3096533,1.1239936,0.6389736,0.0,1.0666453,0.94209725,0.6611704
ISIC_0010450,0.0,0.3404853,0.06123379,0.0,0.37281233,0.47056863,0.0,0.14253637,0.151516,0.06316128,1.4531802,0.0,0.051168144,0.61387706,0.9313018,0.08044132,0.0681975,1.1132636,0.0,0.35759753,0.0,0.0,0.5159501,0.36271983,0.0,0.5958274,0.95397264,0.12364569,0.47651076,0.2212647,0.42236724,0.5137446
ISIC_0010668,0.57518274,0.98568034,0.72335136,0.0,0.0,1.2010584,0.0,0.0,0.66774,0.0,1.3556136,0.0,0.0,0.0,1.8537753,0.0,0.3222415,2.4538047,0.0,0.0,0.0,0.0,1.4552258,0.5884665,0.0,1.4737998,1.0189306,0.9420661,0.0,1.5375174,1.1204073,0.70612746
ISIC_0011350,0.31090325,1.0436398,0.68592787,0.0,0.0,1.3716753,0.0,0.0,1.1434368,0.0,0.8674358,0.0,0.0,0.0,1.7176981,0.0,0.58453846,2.3679652,0.0,0.0,0.0,0.0,1.5665214,0.6077178,0.0,1.3282641,0.9665359,1.2625761,0.0,2.0735943,1.1386498,0.5678581
ISIC_0009888,0.0,0.10115427,0.0,0.0,0.5077972,0.4610814,0.0,0.29469994,0.0,0.3919482,1.3636279,0.0,0.44922793,0.63208663,0.89152306,0.0347128,0.0,1.0151505,0.081538655,0.359389,0.0,0.09075062,0.84009355,0.34970257,0.046697453,0.47279906,0.9055501,0.0,0.7299604,0.22182499,0.26005995,0.43053627
ISIC_0011055,0.2075203,0.7319835,0.20687439,0.0,0.0,0.834063,0.0,0.0,0.53458744,0.0,1.1710024,0.0,0.0,0.10751042,1.2979116,0.0,0.17963766,1.6768076,0.0,0.0,0.0,0.0,1.1178886,0.50315714,0.0,0.73696357,0.8339855,0.49279743,0.30252868,1.0513268,0.8252888,0.51862854
ISIC_0010883,0.6193,0.9149109,0.5906222,0.0,0.0,1.1070505,0.0,0.0,0.5830416,0.0,1.5255114,0.0,0.0,0.0,1.8069677,0.0,0.45072195,2.2214093,0.0,0.0,0.0,0.0,1.4627633,0.5021337,0.0,1.4701986,1.1260667,0.8620855,0.0,1.3858564,0.9965715,0.7105897
ISIC_0010747,0.0,0.07636412,0.0,0.0,0.6208365,0.38098305,0.020586893,0.30846253,0.0,0.41067582,1.3115432,0.0,0.39491495,0.7036367,0.8299058,0.054995514,0.0,0.9877741,0.09997294,0.43857276,0.0,0.044256806,0.71243507,0.36732072,0.10644032,0.37107754,0.9362394,0.011380181,0.74193,0.1681545,0.21502984,0.4561605
ISIC_0010887,0.81341326,1.0800648,0.8022561,0.0,0.0,1.1570874,0.0,0.0,0.3708364,0.0,1.6927024,0.0,0.0,0.0,2.1221976,0.0,0.5755433,2.1156278,0.0,0.0,0.0,0.0,1.750411,0.4419832,0.0,1.6724675,1.3396263,0.95491934,0.0,1.3119988,1.140462,0.7867995
ISIC_0011187,0.40036264,0.8219617,0.612722,0.0,0.0,1.1311513,0.0,0.0,0.6839551,0.0,1.1854907,0.0,0.0,0.0,1.6310062,0.0,0.2341829,2.0329893,0.0,0.0,0.0,0.0,1.3537344,0.54714,0.0,1.2407303,1.040396,0.7380241,0.0,1.6083275,1.1042659,0.42588934
ISIC_0010992,0.6122085,0.99909276,0.67442286,0.0,0.0,1.1394353,0.0,0.0,0.44517937,0.0,1.4969648,0.0,0.0,0.0,1.9513593,0.0,0.40964216,2.1888258,0.0,0.0,0.0,0.0,1.641215,0.4936003,0.0,1.4808565,1.2499962,0.8566215,0.0,1.3332247,0.99481356,0.7897696
ISIC_0011274,0.5359652,0.8501016,0.50665754,0.0,0.0,0.8138461,0.0,0.0,0.40146947,0.0,1.5447884,0.0,0.0,0.0,1.7296269,0.0,0.37793761,1.8438805,0.0,0.0,0.0,0.0,0.9455803,0.47969562,0.0,1.1095548,1.0427916,0.5430217,0.0,0.8034692,0.8631572,0.74249125
