Name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
ISIC_0010125,0.40451434,0.80604327,0.3846266,0.0,0.0,0.69883364,0.0,0.0,0.11940831,0.0,1.7672069,0.0,0.0,0.14694914,1.6662626,0.011450604,0.46835935,1.4947238,0.0,0.0,0.0,0.0,0.7849822,0.27096277,0.0,1.2329489,1.2309126,0.37792563,0.024986312,0.48054293,0.6405311,0.6302167
ISIC_0010493,0.49364287,1.0457004,0.6458894,0.0,0.0,1.4751879,0.0,0.0,1.3964112,0.0,0.9576161,0.0,0.0,0.0,1.6441863,0.0,0.4854011,2.3931005,0.0,0.0,0.0,0.0,1.3856039,0.76739746,0.0,1.1237311,0.7371893,1.2526351,0.0,1.9403591,1.1183772,0.71769416
ISIC_0010365,0.5157503,0.9640065,0.5413127,0.0,0.0,1.1320341,0.0,0.0,0.7505052,0.0,1.2901263,0.0,0.0,0.0,1.7436996,0.0,0.37038046,2.2841341,0.0,0.0,0.0,0.0,1.4836526,0.53893214,0.0,1.2513931,0.97156423,0.95285803,0.0,1.5604819,1.0409787,0.68407154
ISIC_0011377,1.1170093,1.4000735,1.8456758,0.0,0.0,2.791606,0.0,0.0,1.9940696,0.0,0.86556697,0.0,0.0,0.0,2.5554569,0.0,1.0369241,3.2798736,0.0,0.0,0.1313372,0.0,2.3751862,0.96428806,0.0,2.1004853,0.75774044,2.3996918,0.0,3.234708,1.9846841,0.98411536
ISIC_0010999,0.86794496,1.2083375,1.2103232,0.0,0.0,1.8016332,0.0,0.0,1.2212117,0.0,1.0917187,0.0,0.0,0.0,2.2714875,0.0,0.6436506,3.0754764,0.0,0.0,0.0,0.0,2.2548144,0.7863755,0.0,1.8657925,1.0781544,1.645756,0.0,2.585985,1.4278334,0.9500077
ISIC_0010948,0.7085235,1.2852442,1.3189169,0.0,0.0,2.0833936,0.0,0.0,1.784152,0.0,0.8257334,0.0,0.0,0.0,2.056963,0.0,0.5980642,3.4122903,0.0,0.0,0.0,0.0,1.8365282,0.93606097,0.0,1.7984656,0.65291506,1.7616208,0.0,2.8329012,1.6515441,0.87366134
ISIC_0010420,0.77468324,0.9483299,0.70524985,0.0,0.0,1.1126181,0.0,0.0,0.4791781,0.0,1.6624808,0.0,0.0,0.0,2.0136826,0.0,0.5569309,1.9639163,0.0,0.0,0.0,0.0,1.665098,0.37239492,0.0,1.5466841,1.2906091,0.8823278,0.0,1.328478,1.039312,0.75475866
ISIC_0010075,0.7380949,0.9723503,0.7427784,0.0,0.0,1.120748,0.0,0.0,0.39945891,0.0,1.4657444,0.0,0.0,0.0,2.0159643,0.0,0.48701566,2.05081,0.0,0.0,0.0,0.0,1.6297202,0.4438998,0.0,1.4412174,1.2557333,0.9018971,0.0,1.3470372,1.04822,0.7873698
ISIC_0011104,0.59419435,0.96618617,0.6458964,0.0,0.0,1.220099,0.0,0.0,0.6379645,0.0,1.3548043,0.0,0.0,0.0,1.8463202,0.0,0.4921679,2.296267,0.0,0.0,0.0,0.0,1.5805345,0.5611731,0.0,1.3883587,1.1326984,0.9865826,0.0,1.4797848,1.0853695,0.79225844
ISIC_0010631,2.2541075,1.8731127,3.0419123,0.05393456,0.0,4.134239,0.0,0.0,3.423227,0.0,0.124677956,0.0,0.0,0.0,2.7256293,0.0,1.8444979,3.9193954,0.0,0.0,0.7589365,0.0,2.8371756,1.4372321,0.0,2.385317,0.2789804,3.8620427,0.0,5.086607,3.0801933,1.2607107
ISIC_0010821,0.5008704,0.98942775,0.60456204,0.0,0.0,1.2461203,0.0,0.0,1.2048517,0.0,1.0724708,0.0,0.0,0.0,1.649893,0.0,0.43288547,2.5416389,0.0,0.0,0.0,0.0,1.4991486,0.7787874,0.0,1.2741138,0.85965127,1.1210786,0.0,1.9882789,1.0973235,0.66263574
ISIC_0011137,0.5861676,1.0831887,0.9136268,0.0,0.0,1.5219556,0.0,0.0,1.3816614,0.0,1.0043699,0.0,0.0,0.0,1.7624536,0.0,0.49180532,2.5387964,0.0,0.0,0.0,0.0,1.3161412,0.853668,0.0,1.2776314,0.8378034,1.2030247,0.0,2.0857093,1.2538086,0.7236115
ISIC_0010534,0.0,0.18582462,0.0,0.0,0.3288933,0.49579224,0.0,0.17119268,0.034693882,0.16686612,1.3090091,0.0,0.27921408,0.58674216,0.8679373,0.026598036,0.0,1.2615368,0.038237132,0.2980518,0.0,0.052047238,0.6977047,0.36866838,0.0,0.52056503,0.84916884,0.061875105,0.56802213,0.36274993,0.3385765,0.48045564
ISIC_0009978,0.66995,1.1615329,0.9744725,0.0,0.0,1.3922297,0.0,0.0,0.9218246,0.0,1.287287,0.0,0.0,0.0,2.1064556,0.0,0.44100198,2.8306196,0.0,0.0,0.0,0.0,1.8395005,0.72212386,0.0,1.6686909,0.9233444,1.1318578,0.0,2.0272408,1.3235036,0.8461738
ISIC_0010460,0.39346245,1.151267,0.6710964,0.0,0.0,1.1827538,0.0,0.0,0.511924,0.0,1.3877972,0.0,0.0,0.0,1.9090528,0.0,0.22661543,2.4803653,0.0,0.0,0.0,0.0,1.4031304,0.6082805,0.0,1.3878775,0.90216404,0.7855448,0.0,1.2788584,1.1664598,0.6051649
ISIC_0011116,0.51549673,1.1196849,0.9480067,0.0,0.0,1.6631664,0.0,0.0,1.3350921,0.0,0.96233654,0.0,0.0,0.0,1.9297192,0.0,0.49330115,2.6709714,0.0,0.0,0.0,0.0,1.5680549,0.7097035,0.0,1.5160825,0.8679843,1.3331991,0.0,2.188786,1.3039135,0.6746019
ISIC_0011099,0.0,0.0,0.0,0.0,1.1953402,0.0,0.9498725,0.69662774,0.0,1.2577235,0.9624367,0.0,1.3463407,1.0204712,0.09224011,0.09491097,0.0,0.4192388,0.50130635,0.5805636,0.0,0.47691008,0.91667885,0.25644282,1.1133707,0.03091614,0.91453373,0.0,1.2574997,0.0,0.0,0.0
ISIC_0010417,0.58027035,1.1212984,1.045892,0.0,0.0,1.7511812,0.0,0.0,1.4385637,0.0,0.93211305,0.0,0.0,0.0,2.0411284,0.0,0.6550086,2.6968763,0.0,0.0,0.0,0.0,1.8153286,0.75021,0.0,1.5540588,0.9718261,1.4990516,0.0,2.3717716,1.3826813,0.80097777
ISIC_0010457,0.7796298,1.4174237,1.5443153,0.0,0.0,1.9808041,0.0,0.0,0.95115054,0.0,1.2078242,0.0,0.0,0.0,2.6974058,0.0,0.67839,3.4532578,0.0,0.0,0.0,0.0,2.9700508,0.5818648,0.0,2.4231572,0.8573019,1.7717341,0.0,2.7678077,1.7202142,0.88273394
ISIC_0010276,0.936033,1.0417968,0.8977376,0.0,0.0,1.4503688,0.0,0.0,0.63040465,0.0,1.57089,0.0,0.0,0.0,2.2177715,0.0,0.57587314,2.5404897,0.0,0.0,0.0,0.0,2.143358,0.41383904,0.0,1.9456389,1.2504026,1.2725652,0.0,2.0350149,1.2381021,0.7794855
ISIC_0011136,0.052569203,0.7512187,0.3600349,0.0,0.0,0.9492338,0.0,0.0,0.61439663,0.0,1.1079865,0.0,0.0,0.08831693,1.352289,0.0,0.15065366,1.7571944,0.0,0.0,0.0,0.0,1.3156043,0.48900488,0.0,0.8541958,0.9070363,0.6140135,0.23290122,1.3337046,0.9500329,0.4440583
ISIC_0010110,0.0,0.0,0.0,0.0,1.241696,0.0,0.8271402,0.7329885,0.0,1.1861923,1.0764761,0.0,1.1940002,1.0136079,0.2886988,0.10649612,0.0,0.48802006,0.42175725,0.6071941,0.0,0.4830003,0.8933567,0.20593037,1.078515,0.01045087,0.94308174,0.0,1.2259166,0.0,0.0,0.004818499
ISIC_0010033,0.4318174,0.94089997,0.53786635,0.0,0.0,0.98302907,0.0,0.0,0.6371685,0.0,1.2904358,0.0,0.0,0.0,1.6077554,0.0,0.33753547,2.0610778,0.0,0.0,0.0,0.0,1.1541092,0.66568506,0.0,1.1024971,0.9798304,0.6960978,0.0,1.2091376,1.0024258,0.6652426
ISIC_0010348,0.22927594,0.74664146,0.3539045,0.0,0.0,0.78569245,0.0,0.0,0.44087362,0.0,1.4093449,0.0,0.0,0.10618657,1.3851254,0.0,0.22528058,1.8188846,0.0,0.0,0.0,0.0,1.0883905,0.5738621,0.0,1.12016,1.1154957,0.5277525,0.030426994,1.1088219,0.9318527,0.41576943
ISIC_0010591,0.4290642,0.85042965,0.5635729,0.0,0.0,1.0828938,0.0,0.0,0.6109489,0.0,1.2020472,0.0,0.0,0.0,1.6445327,0.0,0.1906416,2.0376391,0.0,0.0,0.0,0.0,1.4023979,0.63049257,0.0,0.9945402,0.8752767,0.724081,0.035091102,1.3441924,1.0667964,0.65221024
ISIC_0010005,0.9965619,1.1135695,1.2485358,0.0,0.0,1.688933,0.0,0.0,0.9151845,0.0,1.3893837,0.0,0.0,0.0,2.3341653,0.0,0.42475998,2.896826,0.0,0.0,0.0,0.0,1.9706647,0.6532935,0.0,1.9553081,1.0546664,1.3311794,0.0,2.2002735,1.3867437,0.9509765
ISIC_0010735,0.7624186,1.1596808,1.2049803,0.0,0.0,1.7096727,0.0,0.0,1.0044587,0.0,1.1314039,0.0,0.0,0.0,2.3030112,0.0,0.52846444,2.9602056,0.0,0.0,0.0,0.0,1.9982,0.6749131,0.0,1.8015474,1.131945,1.4474087,0.0,2.3031137,1.3763305,0.90688086
ISIC_0011299,0.61996603,1.2024288,1.2339731,0.0,0.0,1.8180223,0.0,0.0,1.0898378,0.0,1.1706119,0.0,0.0,0.0,2.3710458,0.0,0.53326774,3.0625517,0.0,0.0,0.0,0.0,2.26117,0.67894864,0.0,1.9372591,1.009063,1.5538945,0.0,2.4190996,1.4403807,0.9087805
ISIC_0010872,1.2389653,1.4859462,1.933752,0.0,0.0,2.7245493,0.0,0.0,2.2627773,0.0,0.6929333,0.0,0.0,0.0,2.6161354,0.0,0.6987376,4.0814643,0.0,0.0,0.118042886,0.0,2.3387392,1.0511444,0.0,2.350558,0.6989775,2.4322956,0.0,3.7722228,2.04119,1.0638103
ISIC_0011058,0.92345965,1.028976,0.8979476,0.0,0.0,1.3176275,0.0,0.0,0.48314396,0.0,1.5460525,0.0,0.0,0.0,2.2182422,0.0,0.4909762,2.3950615,0.0,0.0,0.0,0.0,1.9163696,0.5022832,0.0,1.6906863,1.246236,1.113701,0.0,1.6920708,1.2366827,0.8309834
ISIC_0010474,0.31591278,0.8067652,0.36421442,0.0,0.0,0.7735109,0.0,0.0,0.450867,0.0,1.3925679,0.0,0.0,0.11335695,1.4155624,0.0,0.20791395,1.754106,0.0,0.0,0.0,0.0,0.9650829,0.56976277,0.0,0.9371754,0.99447846,0.48124796,0.0673687,0.87136877,0.79949164,0.66018575
ISIC_0009980,1.0844345,1.4070003,1.4524714,0.0,0.0,2.0577435,0.0,0.0,1.7444081,0.0,0.9673728,0.0,0.0,0.0,2.3544483,0.0,0.5106721,3.7190676,0.0,0.0,0.0,0.0,2.545072,0.91056323,0.0,2.2369843,0.7688485,2.0077727,0.0,3.3875945,1.775128,0.9814429
ISIC_0011132,0.43515512,0.8841183,0.5255459,0.0,0.0,1.0769706,0.0,0.0,0.68317866,0.0,1.2444495,0.0,0.0,0.0,1.6895859,0.0,0.37500674,2.140611,0.0,0.0,0.0,0.0,1.3772871,0.5966301,0.0,1.2705606,1.0369949,0.7784048,0.0,1.4824216,0.9973652,0.5537918
ISIC_0011161,0.0,0.6522156,0.1804605,0.0,0.0,0.6424303,0.0,0.0,0.37844008,0.0,1.0388386,0.0,0.11750145,0.27820987,1.1706021,0.0,0.080187164,1.5836443,0.0,0.091304295,0.0,0.0,1.1154803,0.40617353,0.0,0.7274345,0.9750574,0.46297193,0.51741004,1.2135537,0.7278284,0.30776617
ISIC_0010401,0.0,0.0,0.0,0.0,1.8366203,0.0,2.3689072,0.9320743,0.0,2.0274856,0.0,0.0,1.7863123,1.3324846,0.0,0.48892865,0.0,0.0,1.2110271,0.9585817,0.49702185,0.63811004,0.0,0.0,1.4447031,0.0,0.0,0.0,1.2386963,0.0,0.0,0.0
ISIC_0010247,0.35261846,0.69547325,0.19431345,0.0,0.0,0.62304926,0.0,0.0,0.33553618,0.0,1.3708016,0.0,0.0,0.25757438,1.2827404,0.0,0.28609136,1.3677195,0.0,0.027481474,0.0,0.0,0.84081256,0.48838973,0.0,0.60095614,0.8694293,0.38131547,0.30748633,0.47982597,0.6571051,0.6625665
ISIC_0010208,0.52154624,0.9917135,0.71004,0.0,0.0,1.0830345,0.0,0.0,0.5662391,0.0,1.312272,0.0,0.0,0.0,1.8575583,0.0,0.2923928,2.2372634,0.0,0.0,0.0,0.0,1.397827,0.59860194,0.0,1.3620735,1.0957457,0.8023781,0.0,1.4566156,1.0856088,0.5869227
